APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Mgmt Contact Phone
6035023023,01/04/2015,Single Family,"1903 W 84TH PL
LOS ANGELES, CA 90047
(33.961798, -118.311361)",LOS ANGELES,CA,90047,8,Statebridge Co,Amanda Hanson,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405 ,909-289-1453
5049020017,05/03/2015,Single Family,"2739 S ALSACE AVE
LOS ANGELES, CA 90016
(34.030889, -118.355945)",LOS ANGELES,CA,90016,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
6067005053,23/01/2015,Single Family,"2016 E 110TH ST
LOS ANGELES, CA 90059
(33.935122, -118.236499)",LOS ANGELES,CA,90059,15,Fannie Mae,Michele Todd,972-656-8507,L.A. Real Estate Network Inc.,Ray Duran,1200  W Beverly BLVD  Montebello CA 90640 ,805-732-6596
6066002003,28/01/2015,Single Family,"1918 E 105TH ST
LOS ANGELES, CA 90002
(33.940623, -118.238309)",LOS ANGELES,CA,90002,15,U.S. Bank Home Mortgage,See TDUS,310-777-6375,Coldwell Banker/Joyce Essex Harvey,Joyce EssexHarvey,301  N CANON DR 325 BEVERLY HILLS CA 90210 ,310-385-7527
6074008040,15/01/2015,Multi-Family,"10601 1/2 S MAIN ST
LOS ANGELES, CA 90003
(33.940147, -118.273869)",LOS ANGELES,CA,90003,8,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
6059003013,01/06/2015,Single Family,"10210 S HARVARD BLVD
LOS ANGELES, CA 90047
(33.943601, -118.306807)",LOS ANGELES,CA,90047,8,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
2822019065,22/06/2015,Single Family,"19137 W RINALDI ST
LOS ANGELES, CA 91326
(34.275563, -118.548065)",LOS ANGELES,CA,91326,12,Select Portfolio Servicing,Code Violations,888-349-8964,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,800-852-8306
2010023047,08/12/2015,Single Family,"22152 W TERI CT
LOS ANGELES, CA 91304
(34.221247, -118.610012)",LOS ANGELES,CA,91304,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
4003009001,15/01/2015,Single Family,"4340 W 60TH ST
LOS ANGELES, CA 90043
(33.98529, -118.351542)",LOS ANGELES,CA,90043,8,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2650035033,11/02/2015,Single Family,"9408 N NOBLE AVE
LOS ANGELES, CA 91343
(34.241386, -118.460985)",LOS ANGELES,CA,91343,7,HSBC BANK C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125 ,877-340-0060
2181002008,07/01/2015,Single Family,"5138 N HESPERIA AVE
LOS ANGELES, CA 91316
(34.162787, -118.526168)",LOS ANGELES,CA,91316,5,Deutsche Bank c/o Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125 ,877-340-0060
7452009018,03/12/2015,Single Family,"1444 W 1ST ST
SAN PEDRO, CA 90732
(33.743359, -118.307503)",SAN PEDRO,CA,90732,15,"Ocwen Loan Servicing, LLC",Damaris Gideon,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480
2246030023,12/01/2015,Non-Residential,"13935 BURBANK BLVD
LOS ANGELES, CA 91401
(34.172131, -118.436858)",LOS ANGELES,CA,91401,2,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
5032022154,07/01/2015,Single Family,"3750 W SANTA ROSALIA DR
LOS ANGELES, CA 90008
(34.008334, -118.338656)",LOS ANGELES,CA,90008,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2582036021,07/01/2015,Single Family,"13266 W PARKLAND CIR
LOS ANGELES, CA 91342
(34.326044, -118.421344)",LOS ANGELES,CA,91342,7,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,"Kash Construction and Management, INC.",Rob Kash,533  S Los Angeles ST 504 Los Angeles CA 90013 ,818-636-9795
6004040024,13/02/2015,Single Family,"439 W 64TH ST
LOS ANGELES, CA 90003
(33.981337, -118.281757)",LOS ANGELES,CA,90003,8,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2027004014,31/01/2015,Single Family,"23314 W WINDOM ST
LOS ANGELES, CA 91304
(34.206916, -118.637151)",LOS ANGELES,CA,91304,12,Caliber Home Loans,Kandyce Hughes,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5066010001,17/02/2015,Single Family,"1974 S CRESCENT HEIGHTS BLVD
LOS ANGELES, CA 90034
(34.040294, -118.375781)",LOS ANGELES,CA,90034,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2542024017,07/01/2015,Single Family,"9609 N HELEN AVE
LOS ANGELES, CA 91040
(34.244492, -118.365006)",LOS ANGELES,CA,91040,7,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2671005011,14/07/2015,Single Family,"9816 N DANUBE AVE
LOS ANGELES, CA 91343
(34.248463, -118.475082)",LOS ANGELES,CA,91343,12,M&T BANK,JAMES KELLY,800-724-1633,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5431024011,23/11/2015,Multi-Family,"1941 N REDESDALE AVE
LOS ANGELES, CA 90039
(34.094032, -118.267031)",LOS ANGELES,CA,90039,13,"Ocwen Loan Servicing, LLC",Damaris Gideon,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5570032008,21/04/2015,Single Family,"2847 N NICHOLS CANYON PL
LOS ANGELES, CA 90046
(34.121673, -118.360574)",LOS ANGELES,CA,90046,4,PHH Mortgage Corporation c/o   Safeguard Properties,Property Registration Dept,800-852-8306,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2325006004,08/01/2015,Single Family,"6701 N ALCOVE AVE
LOS ANGELES, CA 91606
(34.191642, -118.41277)",LOS ANGELES,CA,91606,2,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
6074014039,16/01/2015,Multi-Family,"10960 S BROADWAY
LOS ANGELES, CA 90061
(33.936337, -118.278109)",LOS ANGELES,CA,90061,8,"Deutsche Bank, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
6016006011,11/12/2015,Single Family,"1918 W 64TH ST
LOS ANGELES, CA 90047
(33.98142, -118.311865)",LOS ANGELES,CA,90047,8,Champion Mortgage,Jennifer Hathaway,972-894-2950,Connie's House & Cleaning Service,Connie Renteria,5228   Halifax RD  Temply City CA 91780 ,626-453-0397
2101017010,06/01/2015,Single Family,"17943 W CANTARA ST
LOS ANGELES, CA 91335
(34.219261, -118.524658)",LOS ANGELES,CA,91335,12,Deutsche Bank c/o Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125 ,877-340-0060
5006026018,06/01/2015,Single Family,"5464 S 6TH AVE
LOS ANGELES, CA 90043
(33.992326, -118.32362)",LOS ANGELES,CA,90043,8,U.S. Bank NA C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
5307009009,13/03/2015,Multi-Family,"4015 1/2 N PORTOLA AVE
LOS ANGELES, CA 90032
(34.092018, -118.172113)",LOS ANGELES,CA,90032,14,PennyMac Loan Services,Property Preserevation,866-695-4122,NULL,NULL,         ,NULL
5143019084,07/01/2015,Single Family,"1226 W WILSHIRE BLVD
LOS ANGELES, CA 90017
(34.053213, -118.265299)",LOS ANGELES,CA,90017,1,Bank of New York Mellon c/o Select Portfolio Servicing,NA NA,888-349-8694,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125 ,877-340-0060
4320011017,02/06/2015,Single Family,"2278 S MANNING AVE
LOS ANGELES, CA 90064
(34.04523, -118.42481)",LOS ANGELES,CA,90064,5,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2235014035,18/06/2015,Single Family,"6552 N COLUMBUS AVE
VAN NUYS, CA 91411
(34.189676, -118.463994)",VAN NUYS,CA,91411,6,Fay Servicing,Tina McCluskey,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405 ,909-289-1453
6119012071,29/01/2015,Single Family,"14821 S DENVER AVE
LOS ANGELES, CA 90248
(33.897807, -118.284483)",LOS ANGELES,CA,90248,15,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
6032001011,16/02/2015,Multi-Family,"920 W 79TH ST
LOS ANGELES, CA 90044
(33.967808, -118.289993)",LOS ANGELES,CA,90044,8,Reverse Mortgage Solutions,Teresa Boudreaux,281-404-7870,C&P CONSULTANT AND INSPECTION GROUP,CINDY CHENELIA,13840   IVYWOOD CT  Corona CA 92880 ,951-616-3331
2107001078,15/12/2015,Single Family,"20216 W ROSCOE BLVD
LOS ANGELES, CA 91306
(34.220145, -118.574173)",LOS ANGELES,CA,91306,3,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2125004042,19/01/2015,Single Family,"7023 N ETIWANDA AVE
LOS ANGELES, CA 91335
(34.197902, -118.531673)",LOS ANGELES,CA,91335,3,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2648016016,14/07/2015,Single Family,"10618 N CEDROS AVE
LOS ANGELES, CA 91345
(34.263258, -118.453711)",LOS ANGELES,CA,91345,7,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
6050020013,17/04/2015,Single Family,"9607 S CLOVIS AVE
LOS ANGELES, CA 90002
(33.949241, -118.256469)",LOS ANGELES,CA,90002,8,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5556019015,22/01/2015,Single Family,"8380 W YUCCA TR
HOLLYWOOD, CA 90046
(34.103797, -118.372654)",HOLLYWOOD,CA,90046,4,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
4238023030,16/04/2015,Single Family,"310 E MILDRED AVE
LOS ANGELES, CA 90291
(33.986832, -118.468432)",LOS ANGELES,CA,90291,11,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5047003006,30/01/2015,Single Family,"5607 W SUNLIGHT PL
LOS ANGELES, CA 90016
(34.022171, -118.367555)",LOS ANGELES,CA,90016,10,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
4019009018,13/01/2015,Single Family,"4124 W 59TH ST
LOS ANGELES, CA 90043
(33.987105, -118.347322)",LOS ANGELES,CA,90043,8,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
2401043138,27/01/2015,Single Family,"9697 VIA TORRINO
LOS ANGELES, CA 91504
(34.212073, -118.341884)",LOS ANGELES,CA,91504,2,Fannie Mae,Gabrielle Sab,818-424-5045,NULL,NULL,         ,NULL
2146036173,05/01/2015,Single Family,"5500 N OWENSMOUTH AVE
WOODLAND HILLS, CA 91367
(34.171616, -118.601865)",WOODLAND HILLS,CA,91367,3,U.S. Bank National Association c/o Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2180019020,08/01/2015,Single Family,"3808 N GLENEAGLES DR
LOS ANGELES, CA 91356
(34.138841, -118.563998)",LOS ANGELES,CA,91356,3,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
6038002039,08/01/2015,Single Family,"434 W 87TH PL
LOS ANGELES, CA 90003
(33.957968, -118.281853)",LOS ANGELES,CA,90003,8,"CITIMORTAGAE, INC",CODE VIOLATION,877-290-3997,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5027004020,08/01/2015,Single Family,"4530 W DON VALDES DR
LOS ANGELES, CA 90008
(34.004323, -118.353267)",LOS ANGELES,CA,90008,8,"CITIMORTAGAE, INC",CODE VIOLATION,877-290-3997,Law Offices of Les Zieve,Reyna Ailima,18377   BEACH BLVD 210 HUNTINGTON BEACH CA 92648 ,714-848-7920
5180020022,19/03/2015,Single Family,"2912 E PENNSYLVANIA AVE
LOS ANGELES, CA 90033
(34.041682, -118.202907)",LOS ANGELES,CA,90033,14,FIRST MORTGAGE CORPORATION,PATTY WOODS,800-395-4778,NULL,NULL,         ,NULL
2024009002,16/01/2015,Single Family,"22152 W SCHOOLCRAFT ST
LOS ANGELES, CA 91303
(34.196462, -118.609266)",LOS ANGELES,CA,91303,3,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
4112014017,31/01/2015,Single Family,"8321 S CHASE AVE
LOS ANGELES, CA 90045
(33.961994, -118.409908)",LOS ANGELES,CA,90045,11,Caliber Home Loans,Kandyce Hughes,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2616027038,08/01/2015,Single Family,"10956 N HADDON AVE
LOS ANGELES, CA 91331
(34.269045, -118.437137)",LOS ANGELES,CA,91331,7,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2075035029,07/04/2015,Single Family,"22216 W CASS AVE
LOS ANGELES, CA 91364
(34.163214, -118.61142)",LOS ANGELES,CA,91364,3,Resurgent Capital,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5571016002,02/01/2015,Single Family,"2625 N NICHOLS CANYON ROAD
LOS ANGELES, CA 90046
(34.118259, -118.356115)",LOS ANGELES,CA,90046,4,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2190015053,30/12/2015,Single Family,"21449 W ALAMO ST
LOS ANGELES, CA 91364
(34.150412, -118.596662)",LOS ANGELES,CA,91364,3,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
6035027017,26/01/2015,Single Family,"2051 W 85TH ST
LOS ANGELES, CA 90047
(33.960902, -118.315125)",LOS ANGELES,CA,90047,8,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5115018018,13/04/2015,Single Family,"980 E 42ND PL
LOS ANGELES, CA 90011
(34.006643, -118.258466)",LOS ANGELES,CA,90011,9,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480
2555010027,28/01/2015,Single Family,"8346 W OWENS ST
LOS ANGELES, CA 91040
(34.264057, -118.314715)",LOS ANGELES,CA,91040,7,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5492037006,03/12/2015,Single Family,"227 S AVENUE 66
LOS ANGELES, CA 90042
(34.11253, -118.180795)",LOS ANGELES,CA,90042,14,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2503008052,17/08/2015,Single Family,"13807 W PADDOCK ST
LOS ANGELES, CA 91342
(34.318069, -118.434616)",LOS ANGELES,CA,91342,7,Solutionstar Field Services,Paula Acosta,888-456-0714,Assurant Field Services,Property Registration Department Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728 ,800-468-1743
2779013019,22/09/2015,Single Family,"21206 W COMMUNITY ST
LOS ANGELES, CA 91304
(34.222148, -118.593813)",LOS ANGELES,CA,91304,3,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,216-383-2097
5078014020,07/01/2015,Multi-Family,"1028 S KENMORE AVE
LOS ANGELES, CA 90006
(34.051749, -118.296845)",LOS ANGELES,CA,90006,1,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2146037152,05/01/2015,Single Family,"5500 N OWENSMOUTH AVE
WOODLAND HILLS, CA 91367
(34.171616, -118.601865)",WOODLAND HILLS,CA,91367,3,U.S. Bank National Association c/o Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View CA 44125 ,877-340-0060
2291014022,20/01/2015,Single Family,"16641 W OLDHAM PL
LOS ANGELES, CA 91436
(34.143427, -118.495549)",LOS ANGELES,CA,91436,5,Penny Mac Loan Service,Jennifer Gordon,818-878-8411,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606 ,714-559-7835
6002004001,22/04/2015,Multi-Family,"5842 S HALLDALE AVE
LOS ANGELES, CA 90047
(33.988555, -118.302369)",LOS ANGELES,CA,90047,8,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480
6017018001,26/01/2015,Single Family,"1900 W 76TH ST
LOS ANGELES, CA 90047
(33.970915, -118.311358)",LOS ANGELES,CA,90047,8,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
6063008028,19/03/2015,Non-Residential,"10106 S MAIN ST
LOS ANGELES, CA 90003
(33.944605, -118.273878)",LOS ANGELES,CA,90003,8,OK LLC,IRINA RUSANOVSKAYA,818-322-0588,NULL,NULL,         ,NULL
5174018057,28/09/2015,Multi-Family,"207 S STATE ST
LOS ANGELES, CA 90033
(34.045238, -118.218279)",LOS ANGELES,CA,90033,14,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5586014030,30/03/2015,Single Family,"1955 N TAMARIND AVE 1-24
LOS ANGELES, CA 90068
(34.106439, -118.319246)",LOS ANGELES,CA,90068,4,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
7462012095,02/04/2015,Multi-Family,"961 W 19TH ST
SAN PEDRO, CA 90731
(33.72701, -118.298132)",SAN PEDRO,CA,90731,15,Bank of New York Mellon C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Code Compliance Code Compliance,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306
4003004014,02/02/2015,Single Family,"4219 W 60TH ST
LOS ANGELES, CA 90043
(33.985298, -118.349743)",LOS ANGELES,CA,90043,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
6022016011,10/12/2015,Single Family,"226 E 78TH ST
LOS ANGELES, CA 90003
(33.968782, -118.270862)",LOS ANGELES,CA,90003,9,DITECH FINANCIAL LLC,TEMPE PROPERTIES,480-333-6059,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5469003014,21/01/2015,Single Family,"5136 E MIRIAM ST
LOS ANGELES, CA 90042
(34.114867, -118.204859)",LOS ANGELES,CA,90042,1,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5056007025,17/04/2015,Multi-Family,"1323 S ARAPAHOE ST
LOS ANGELES, CA 90006
(34.046599, -118.285358)",LOS ANGELES,CA,90006,1,PNC MORTGAGE,MARIA CROSS,937-913-7352,Erika Isyanov-Lotakov,Erika Isyanov-Lotakov,19861   GREENBRIAR DR  TARZANA CA 91356 ,818-406-3611
5104017010,08/12/2015,Single Family,"1156 E 55TH ST
LOS ANGELES, CA 90011
(33.992996, -118.255048)",LOS ANGELES,CA,90011,9,Caliber Home Loans,Kandyce Hughes,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
6063027023,10/08/2015,Single Family,"329 E 107TH ST
LOS ANGELES, CA 90003
(33.939305, -118.268719)",LOS ANGELES,CA,90003,8,Agoura Hills Financial Inc,Kathleen Gowen,818-483-0027,Superior Loan Servicing,Kathleen Gowen,24013   Ventura BLVD 200 Calabasas CA 91302 ,818-483-0027
5217010015,10/03/2015,Single Family,"5133 E CHESTER ST
LOS ANGELES, CA 90032
(34.07862, -118.170406)",LOS ANGELES,CA,90032,14,CENTRAL MORTGAGE COMPANY,SHEILA ROELING,501-716-4810,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
4305027021,16/01/2015,Single Family,"9017 W CRESTA DR
LOS ANGELES, CA 90035
(34.04586, -118.386623)",LOS ANGELES,CA,90035,5,NationStar,Paula Acosta,972-315-8837,"US BEST REPAIR SERVICE, INC",ROGER QUINTANA,2501   Alton PKWY  Irvine CA 92606 ,888-750-2378
2162004041,11/12/2015,Single Family,"5330 LINDLEY
LOS ANGELES, CA 91316
(34.167957, -118.527273)",LOS ANGELES,CA,91316,5,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2617010002,08/01/2015,Single Family,"10614 N LEV AVE
LOS ANGELES, CA 91345
(34.263571, -118.447392)",LOS ANGELES,CA,91345,7,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
6003021019,07/01/2015,Single Family,"1020 W 60TH PL
LOS ANGELES, CA 90044
(33.985009, -118.292335)",LOS ANGELES,CA,90044,9,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5047016001,28/01/2015,Single Family,"5606 W SUNLIGHT PL
LOS ANGELES, CA 90016
(34.022169, -118.367481)",LOS ANGELES,CA,90016,10,NationStar,Paula Acosta,972-315-8837,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
5186006009,09/03/2015,Single Family,"3215 E EAGLE ST
LOS ANGELES, CA 90063
(34.034487, -118.200291)",LOS ANGELES,CA,90063,14,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
6022010016,26/01/2015,Single Family,"206 E 73RD ST
LOS ANGELES, CA 90003
(33.973833, -118.271528)",LOS ANGELES,CA,90003,9,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2044014019,12/01/2015,Single Family,"23427 W CANZONET ST
LOS ANGELES, CA 91367
(34.166421, -118.637035)",LOS ANGELES,CA,91367,3,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2633009015,11/03/2015,Single Family,"12047 W REDBANK ST
LOS ANGELES, CA 91352
(34.224851, -118.395433)",LOS ANGELES,CA,91352,6,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804 ,866-627-2256
2510018005,02/01/2015,Single Family,"13238 N GLADSTONE AVE
LOS ANGELES, CA 91342
(34.311676, -118.429366)",LOS ANGELES,CA,91342,7,Bank of America,Chad McLean,800-669-2443,NULL,NULL,         ,NULL
5054026014,04/05/2015,Multi-Family,"1459 W 25TH ST
LOS ANGELES, CA 90007
(34.033661, -118.293145)",LOS ANGELES,CA,90007,8,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480
